iter	Logloss
0	0.6099669597
1	0.5372742825
2	0.4718553714
3	0.4173895422
4	0.3642796841
5	0.3150700127
6	0.2796800976
7	0.2397231912
8	0.2097246079
9	0.1861140641
10	0.1654217648
11	0.146183664
12	0.1271141934
13	0.1130088373
14	0.09945724689
15	0.08818704611
16	0.07993523427
17	0.07166215179
18	0.06488157884
19	0.05919448972
20	0.05257768788
21	0.0471505227
22	0.04270005751
23	0.03840943365
24	0.03485201289
25	0.03147572335
26	0.02888328603
27	0.0263694411
28	0.02370889807
29	0.02157457239
30	0.01996943444
31	0.01816113395
32	0.01678913425
33	0.01543214093
34	0.01437626531
35	0.0131608337
36	0.01234637988
37	0.01143281285
38	0.01062860853
39	0.009921785918
40	0.009163283442
41	0.00852943422
42	0.007964717034
43	0.007457827832
44	0.006961603747
45	0.00654143934
46	0.006182440977
47	0.005846189207
48	0.005466481237
49	0.005217406493
50	0.004986332377
51	0.004790067223
52	0.004514248686
53	0.004297796825
54	0.004092424502
55	0.003919214079
56	0.00371914293
57	0.003589244666
58	0.00340277638
59	0.003265775973
60	0.003159163107
61	0.003044264857
62	0.002888787786
63	0.002761251001
64	0.002663961766
65	0.002539853418
66	0.00242638903
67	0.002328763099
68	0.002207094202
69	0.002128463335
70	0.002035871851
71	0.001951175839
72	0.001893505901
73	0.001833488187
74	0.001743005111
75	0.001687232118
76	0.00163126622
77	0.001596441403
78	0.00155975315
79	0.00151553038
80	0.001470689281
81	0.001433795869
82	0.001393334381
83	0.001348853586
84	0.001315946621
85	0.001267170691
86	0.001208302558
87	0.001166966768
88	0.001143183327
89	0.001111170119
90	0.00108829959
91	0.001069650126
92	0.0010426175
93	0.00102120289
94	0.0009992691314
95	0.0009542042188
96	0.0009374216415
97	0.0009101837067
98	0.0008868717512
99	0.0008578853635
100	0.0008355670438
101	0.0008218751055
102	0.000810011343
103	0.0007929916474
104	0.0007765249609
105	0.0007521518502
106	0.000743265394
107	0.0007262501998
108	0.0007177942175
109	0.0006957326717
110	0.0006805075923
111	0.0006665166679
112	0.000647388866
113	0.0006368395315
114	0.0006243278327
115	0.0006139399947
116	0.0006019483454
117	0.0005930975495
118	0.0005818486139
119	0.0005714866833
120	0.0005616379504
121	0.0005526627188
122	0.0005420097546
123	0.0005279644145
124	0.0005186579876
125	0.0005078911906
126	0.0005078911906
127	0.0005078991929
128	0.0004975747232
129	0.0004884901601
130	0.0004801581134
131	0.0004801581134
132	0.0004801591638
133	0.0004801593138
134	0.0004801532621
135	0.0004801532621
136	0.0004657439673
137	0.0004657439673
138	0.0004565112116
139	0.0004564961073
140	0.0004564961073
141	0.0004565017089
142	0.0004442620382
143	0.0004366813077
144	0.0004366762062
145	0.0004366812577
146	0.0004366743057
147	0.0004366743057
148	0.0004366743057
149	0.0004366704046
150	0.0004366639027
151	0.0004258591948
152	0.0004258566441
153	0.0004258476915
154	0.0004151532403
155	0.0004151535154
156	0.000415162393
157	0.0004151466635
158	0.0004044110754
159	0.0004044110754
160	0.0004044079996
161	0.0004044006725
162	0.0004044006725
163	0.0003921760061
164	0.0003921702795
165	0.0003842273948
166	0.0003842273948
167	0.0003842273948
168	0.0003763253468
169	0.0003763114428
170	0.0003675833823
171	0.0003675736295
172	0.0003675736295
173	0.0003675736295
174	0.0003675642518
175	0.0003675613259
176	0.0003675613259
177	0.0003675613259
178	0.0003675613259
179	0.0003675600256
180	0.0003675612259
181	0.0003675612259
182	0.0003593988781
183	0.0003593929764
184	0.0003593929764
185	0.0003593932765
186	0.0003523316202
187	0.0003523294696
188	0.0003523188916
189	0.0003523290945
190	0.0003523215923
191	0.0003523215923
192	0.0003523218424
193	0.0003523218424
194	0.0003523147654
195	0.000352313365
196	0.0003523040873
197	0.0003523105892
198	0.0003523082885
199	0.0003522989858
200	0.0003523075383
201	0.000352303137
202	0.000352303137
203	0.0003433947246
204	0.0003433876976
205	0.0003433853219
206	0.0003433903734
207	0.0003433815458
208	0.0003433745688
209	0.0003433745688
210	0.000343382096
211	0.0003433797703
212	0.0003433825961
213	0.0003433816709
214	0.0003433669166
215	0.0003351644072
216	0.0003351725596
217	0.0003351576303
218	0.0003351623316
219	0.0003351623316
220	0.0003351623316
221	0.0003351623316
222	0.0003351623316
223	0.0003351607562
224	0.0003351515535
225	0.0003351551546
226	0.0003351650824
227	0.0003351478025
228	0.0003351478025
229	0.0003351464521
230	0.0003351480525
231	0.0003351480525
232	0.0003351480525
233	0.0003351443265
234	0.0003351495029
235	0.0003351476524
236	0.0003279760145
237	0.0003279838418
238	0.00032797769
239	0.0003279665868
240	0.00032797774
241	0.0003279747892
242	0.0003279591347
243	0.0003279591347
244	0.0003211032627
245	0.0003211143658
246	0.0003211040879
247	0.0003211040879
248	0.0003211040879
249	0.0003211040879
250	0.0003211040879
251	0.0003211003118
252	0.0003210989614
253	0.0003211055383
254	0.0003211055383
255	0.0003210987113
256	0.0003210891586
257	0.0003210817065
258	0.0003136805276
259	0.0003136736256
260	0.0003136803525
261	0.0003136829783
262	0.0003136703997
263	0.0003136695244
